Mean_time	Mean_qlow	Mean_qup	Priors
t_n1071	997.72	832.53	1177.8	0
t_n1072	836.524	685.74	1004.54	0
t_n1073	653.599	512.87	810.06	0
t_n1074	502.383	370.84	649.43	0
t_n1075	278.293	191	389.12	0
t_n1076	158.66	94.24	245.25	0
t_n1077	654.256	479.6	837.35	0
t_n1078	1070.41	881.61	1264.22	0
t_n1079	940.041	754.82	1138.03	0
t_n1080	786.887	607.39	986.27	0
t_n1081	667.19	486.38	871.35	0
t_n1082	1352.966	1138.13	1553.43	0
t_n1083	1129.212	856.21	1374.64	0
t_n1084	1223.918	912.77	1498.59	0
t_n1085	1261.683	1033.36	1502.25	0
t_n1086	1073.335	855.23	1312.2	0
t_n1087	837.341	641.34	1062.88	0
t_n1088	512.462	358.28	690.48	0
t_n1089	345.688	215.97	515.04	0
t_n1090	953.237	710.55	1210.09	0
t_n1091	671.489	439.52	933.09	0
t_n1092_TG-MIT-EUKARYA	2325.646	2111.1	2550.66	B(1.08557,4.520,0.025,1e-300)
t_n1093	2028.912	1824.49	2246.73	0
t_n1094	1924.612	1727	2137.33	0
t_n1095	1714.818	1502.11	1936.78	0
t_n1096	1478.375	1252.68	1714.3	0
t_n1097	1207.39	934.14	1471.19	0
t_n1098	917.298	678.38	1176.26	0
t_n1099	481.19	290.44	706.69	0
t_n1100	1337.424	1047.85	1612.69	0
t_n1101	1608.974	1427.46	1801.79	0
t_n1102	1451.147	1275.35	1639.04	0
t_n1103	1315.408	1142.9	1499.79	0
t_n1104	1154.791	970.08	1346.49	0
t_n1105	669.6	527.37	828.91	0
t_n1106	526.628	400.63	669.27	0
t_n1107	435.565	323.78	571	0
t_n1108	348.478	246.92	473.94	0
t_n1109	212.366	130.88	316.85	0
t_n1110	1157.499	980.26	1345	0
t_n1111	952.826	778.62	1137.59	0
t_n1112	820.991	653.54	1003.54	0
t_n1113	588.607	402.2	778.31	0
t_n1114	651.963	478.13	844.38	0
t_n1115	700.844	448.25	989.54	0
t_n1116	1348.552	1162.39	1544.78	0
t_n1117	1226.035	1024.37	1430.57	0
t_n1118	914.399	649.21	1169.83	0
t_n1119	634.206	404.99	883.61	0
t_n1120	1239.389	1047.58	1439.8	0
t_n1121	1121.771	922.3	1330.14	0
t_n1122	784.813	532.55	1044.3	0
t_n1123	871.137	630.56	1114.05	0
t_n1124	1032.208	813.91	1256.51	0
t_n1125	886.649	659.16	1126.21	0
t_n1126	2490.578	2223.04	2749.47	0
t_n1127	2218.808	1885.83	2516.5	0
t_n1128	1721.911	1312.68	2101.49	0
t_n1129	1068.559	687.28	1483.71	0
t_n1130	971.941	573.4	1483.44	0
t_n1131	2338.089	2069.24	2597.35	0
t_n1132	2165.034	1905.57	2423.18	0
t_n1133	1988.08	1722.92	2254.35	0
t_n1134	1872.458	1606.3	2140.72	0
t_n1135	1741.428	1472.75	2009.2	0
t_n1136	1352.985	1098.86	1623.68	0
t_n1137	1154.9	912.92	1415.72	0
t_n1138	626.158	406	873.35	0
t_n1139	893.464	637.01	1173.75	0
t_n1140	2042.273	1776.12	2308.88	0
t_n1141	1882.744	1603.13	2160.43	0
t_n1142	1585.186	1259.72	1902.43	0
t_n1143	892.274	583.62	1257.33	0
t_n1144	918.217	597.15	1304.29	0
t_n1145	2620.426	2294.28	2908.47	0
t_n1146	2140.181	1683.47	2531.88	0
t_n1147	941.659	579.09	1407.16	0
t_n1148	2481.078	2144.26	2781.54	0
t_n1149	2215.355	1804.94	2562.67	0
t_n1150	298.749	165.98	511.04	0
t_n1151	1898.461	1353.77	2339.14	0
t_n1152	2839.285	2598.51	3087.34	0
t_n1153	2469.883	2156.02	2764.21	0
t_n1154	1381.642	1066.8	1739.24	0
t_n1155	1032.725	761.1	1356.19	0
t_n1156	772.543	529.32	1075.11	0
t_n1157	1190.243	782.3	1646.06	0
t_n1158	2181.715	1578.65	2631.03	0
t_n1159	2494.291	2014.99	2909.96	0
t_n1160	2134.322	1638.39	2593.78	0
t_n1161	814.348	551.27	1169.55	0
t_n1162	363.226	210.7	589.71	0
t_n1163	2250.594	1659.22	2773.83	0
t_n1164	1088.764	676.62	1590.31	0
t_n1165	3258.546	3012.53	3499.96	0
t_n1166	3177.928	2931.18	3421.93	0
t_n1167	3072.263	2828.3	3318.42	0
t_n1168	2596.844	2240.48	2928.64	0
t_n1169	2226.023	1846.45	2593.13	0
t_n1170	1437.716	1068.34	1849.04	0
t_n1171	1153.424	789.49	1557.4	0
t_n1172	2085.087	1599.15	2511.29	0
t_n1173	2889.82	2640.25	3134.48	0
t_n1174	2720.797	2474.38	2964.89	0
t_n1175	2606.537	2362.14	2851.85	0
t_n1176	2429.63	2190.77	2672.6	0
t_n1177	2214.263	1984.25	2452.09	0
t_n1178	2041.885	1819.11	2271.22	0
t_n1179	616.538	412.64	866.5	0
t_n1180	348.343	205	559.05	0
t_n1181	1846.993	1636.08	2064.37	0
t_n1182	1543.299	1365.74	1734.46	0
t_n1183	1437.274	1268.26	1621.01	0
t_n1184	1350.237	1187.38	1528.44	0
t_n1185	1229.656	1075.5	1395.86	0
t_n1186	1054.209	903.26	1215.81	0
t_n1187	841.23	705.89	990.25	0
t_n1188	655.716	537.64	786.46	0
t_n1189	508.554	407.61	625.53	0
t_n1190	423.177	325.31	540.71	0
t_n1191	288.169	190.49	403.63	0
t_n1192	331.581	225.49	454.98	0
t_n1193	414.753	309.6	536.58	0
t_n1194	258.433	164.39	373.92	0
t_n1195	576.446	400.38	744.5	0
t_n1196	991.418	834.52	1155.8	0
t_n1197	731.251	566.45	905.22	0
t_n1198	598.116	430.12	773.6	0
t_n1199	842.889	679.33	1018.92	0
t_n1200	679.699	506.73	864.45	0
t_n1201	1068.567	812.62	1330.62	0
t_n1202	903.357	642.26	1175.38	0
t_n1203	870.571	610.25	1149.5	0
t_n1204	1406.631	1038.25	1729.1	0
t_n1205	1763.168	1287.89	2129.22	0
t_n1206	218.984	122.88	364.27	0
t_n1207	2179.984	1856.9	2467.51	0
t_n1208	1540.411	1078.29	1980.18	0
t_n1209	2236.894	1831.46	2572.54	0
t_n1210	2421.415	2070.44	2724.49	0
t_n1211	1844.044	1327.83	2275.51	0
t_n1212	2119.446	1698.83	2478.5	0
t_n1213	2694.894	2411.76	2963.96	0
t_n1214	2535.217	2237.74	2819.65	0
t_n1215	1030.802	641.15	1504.61	0
t_n1216	2107.302	1732.42	2455.6	0
t_n1217	1389.003	975.99	1837.87	0
t_n1218	2991.387	2699.9	3266.52	0
t_n1219	2763.764	2423.73	3067.35	0
t_n1220	1335.022	945.31	1810.18	0
t_n1221	724.359	452.15	1082.37	0
t_n1222	1303.209	787.27	1924.59	0
t_n1223	3134.402	2887.28	3389.31	0
t_n1224	3050.117	2797.83	3303.72	0
t_n1225	2883.741	2622.73	3144.98	0
t_n1226	2708.858	2444.31	2973.05	0
t_n1227_CG-CHLAMYDIIA	2467.436	2172.08	2754.28	B(1.08557,4.520,0.025,1E-300)
t_n1228	2086.566	1748.98	2414.1	0
t_n1229	1693.59	1329.18	2058.92	0
t_n1230	1395.54	1027.46	1790.72	0
t_n1231	1777.326	1375.68	2143.03	0
t_n1232	854.339	533.52	1281.19	0
t_n1233	2238.097	1928.57	2551.53	0
t_n1234	1942.186	1642.63	2262.63	0
t_n1235	1554.466	1250.68	1875.2	0
t_n1236	1189.4	906.64	1493.76	0
t_n1237	765.767	529.22	1063.54	0
t_n1238	1484.097	1114.48	1865.99	0
t_n1239	2148.438	1596.03	2605.09	0
t_n1240	1783.096	1219.21	2286.43	0
t_n1241	2548.364	2082.17	2920.56	0
t_n1242	1836.471	1271.05	2350.23	0
t_n1243	3489.529	3285.93	3691.18	0
t_n1244	3423.721	3216.63	3627.87	0
t_n1245	3250.962	2986.68	3483.64	0
t_n1246	2894.066	2612.72	3178.06	0
t_n1247	2632.102	2383.39	2890.74	0
t_n1248	2516.831	2276.66	2769.07	0
t_n1249	2218.13	1947.97	2484.76	0
t_n1250	1728.491	1193.21	2141.45	0
t_n1251	1973.718	1722.71	2232.6	0
t_n1252	1776.429	1517.38	2039.16	0
t_n1253	1587.626	1325.41	1861.29	0
t_n1254	1217.132	883.66	1538.93	0
t_n1255	1432.32	1159.26	1716.75	0
t_n1256	1066.074	748.72	1389.17	0
t_n1257	1130.366	790.12	1455.16	0
t_n1258	1292.078	952.88	1626	0
t_n1259	1681.247	1420.23	1953.55	0
t_n1260	1264.406	1004.83	1539.1	0
t_n1261	1032.847	783.25	1305.13	0
t_n1262	798.065	560.3	1068.34	0
t_n1263	869.876	619.51	1163.3	0
t_n1264	628.288	397.83	898.07	0
t_n1265	2265.755	2035.47	2507.36	0
t_n1266	2101.409	1880	2333.38	0
